Thread:	8
Opitimize:	O0
Amount	Time
100	0
200	0
300	0
400	0
500	0
600	0
700	0.001
800	0.002
900	0.001
1000	0.003
1100	0.002
1200	0.003
1300	0.004
1400	0.004
1500	0.005
1600	0.005
1700	0.006
1800	0.007
1900	0.008
2000	0.008
2100	0.009
2200	0.01
2300	0.011
2400	0.012
2500	0.013
2600	0.014
2700	0.015
2800	0.016
2900	0.018
3000	0.019
3100	0.02
3200	0.02
3300	0.022
3400	0.023
3500	0.026
3600	0.026
3700	0.028
3800	0.029
3900	0.03
4000	0.033
4100	0.033
4200	0.036
4300	0.038
4400	0.039
4500	0.041
4600	0.043
4700	0.044
4800	0.045
4900	0.047
5000	0.05
5100	0.052
5200	0.054
5300	0.056
5400	0.058
5500	0.06
5600	0.063
5700	0.065
5800	0.068
5900	0.07
6000	0.072
6100	0.074
6200	0.078
6300	0.079
6400	0.082
6500	0.085
6600	0.086
6700	0.089
6800	0.091
6900	0.095
7000	0.098
7100	0.101
7200	0.103
7300	0.106
7400	0.108
7500	0.112
7600	0.115
7700	0.118
7800	0.12
7900	0.124
8000	0.128
8100	0.131
8200	0.133
8300	0.138
8400	0.139
8500	0.143
8600	0.146
8700	0.15
8800	0.153
8900	0.157
9000	0.16
9100	0.165
9200	0.166
9300	0.171
9400	0.174
9500	0.18
9600	0.181
9700	0.187
9800	0.188
9900	0.192
10000	0.198
