Threads:	24
Opitimize:	O0
Amount	Time
100	0
200	0
300	0
400	0
500	0
600	0.001
700	0.001
800	0.002
900	0.001
1000	0.002
1100	0.002
1200	0.003
1300	0.003
1400	0.004
1500	0.004
1600	0.005
1700	0.006
1800	0.007
1900	0.008
2000	0.008
2100	0.009
2200	0.01
2300	0.011
2400	0.012
2500	0.013
2600	0.015
2700	0.014
2800	0.016
2900	0.017
3000	0.019
3100	0.02
3200	0.021
3300	0.022
3400	0.024
3500	0.025
3600	0.027
3700	0.028
3800	0.03
3900	0.031
4000	0.032
4100	0.034
4200	0.036
4300	0.037
4400	0.039
4500	0.041
4600	0.043
4700	0.044
4800	0.046
4900	0.048
5000	0.051
5100	0.052
5200	0.055
5300	0.057
5400	0.06
5500	0.061
5600	0.063
5700	0.065
5800	0.067
5900	0.069
6000	0.073
6100	0.075
6200	0.076
6300	0.08
6400	0.082
6500	0.086
6600	0.087
6700	0.091
6800	0.093
6900	0.095
7000	0.099
7100	0.1
7200	0.105
7300	0.106
7400	0.109
7500	0.113
7600	0.117
7700	0.119
7800	0.123
7900	0.125
8000	0.13
8100	0.133
8200	0.135
8300	0.137
8400	0.142
8500	0.143
8600	0.148
8700	0.152
8800	0.154
8900	0.157
9000	0.162
9100	0.166
9200	0.169
9300	0.171
9400	0.177
9500	0.179
9600	0.187
9700	0.188
9800	0.189
9900	0.193
10000	0.196
